9667;Luis Suárez: Xochicalco;1
9668;Luis Suárez: Cubanos radicados en España y Uruguay, un pueblo en lucha;1
9669;Poetas chilenos y Estados Unidos Cuba, braceros, petroleo;1
9670;Nicaragua T-Borge, Ent. Cantante español Raymundo;1
9671;Fábrica UAM, Salida;1
9672;Belice, Rumania;1
9673;1er Programa Eraclio Zepeda, Sobrantes;1
9674;Luis Suárez: Vida en peligro, gaviotas I;1
9675;Luis Suárez: Ent. Relaciones Exteriores y descartes;1
9676;Luis Suárez: Chávez Norado, Cháves Merado, arte plástica;1
9677;Luis Suárez: Lic. Esteba sobrantes;1
9678;Luis Suárez: Sally Shelton y Sobrantes;1
9679;Luis Suárez: Los republicanos en México y Perú;1
9680;Los republicanos en México Rumania;1
9681;Luis Suárez: Los polacos 3ra Canción;1
9682;La píldora, monte de piedad, Barden Roel;1
9683;Luis Suárez: Enrique Jaczon, El Salvador;1
9684;Luis Suárez: Belice, Nicaragua;1
9685;Luis Suárez: Francia, García Marquez;1
9686;Luis Suárez: García Márquez, Barden;1
9687;Autonomía Andaluza 1977 y embajador de Nicaragua;1
9688;Autonomía Andaluza España 1977 y visita López Portillo desde España;1
9689;Subsecretario Mario del Valle;1
9690;El X Censo Lic. Mota y Sobrantes;1
9691;Luis Suárez: Moscú 80 y Sobrantes;1
9692;Chicanos, Lalo Xepeda y Sobrantes;1
9693;Luis Suárez: Ent. Aeropuerto Periodistas URSS, Francia y Sobrantes;1
9694;Afganistan tulos militares y sobrantes;1
9695;Etiopía del imperialismo al socialismo y Sobrantes;1
9696;Luis Suárez: Quién corre más, los precios o los salarios - Reunión OIP;1
9697;Volodra y descartes;1
9698;Rufino Tamayo - Costa Rica imperialismo Mexicano en Centro América;1
9699;Revolución en el Desierto - Sobrantes;1
9700;Dr. Cueto - Guerrero;1
9701;Nicaragua - Tamayo;1
9702;Manifestación de maestros llegando a Méx. Arq. Pérez Ramírez Vázquez;1
9703;Central de Abastos. Reyes Naval - Programa USA;1
9704;Entrada Luis Suárez: Explosión de la información;1
9705;Guillermo Soberas - Sobrantes;1
9714;Veracruz prioridades nacionales. Dr. Ranko Petrovic;1
9715;Material inédito Etiopía;1
9716;Entrevista Srio. Reforma Agraria - Moscú, Vísperas olímpicas;1
9717;Tabaquismo - Colades Guerra del Petróleo;1
9718;Chicanos y Sobrantes;1
9719;Nicaragua, Vietnam, Farías I, Fausto Zapata, Petróleo ;1
9720;Afganistan II, Babrak Kannal, Militares de Afganistan II;1
9762;Azúcar Amarga y Diego Rivera. Los negocios, periodismo y la Olimpiada;1
9763;Farías I y Farías I - Sobrantes;1
9764;Nicaragua, Segundo aniversario de la Revolución, Bremer;1
9765;Gustavo Baz, Gustavo Baz - Sobrantes;1
9768-77;Valentina;10
9778-87;Valentina;10
9788-89;Valentina TR.;2
9790-98;Lauro Puñales;9
9799-07;Lauro Puñales;8
9808;Lauro Puñales;1
9810;Lauro Puñales TR.;1
9811;Fusil o guitarra, Fusil o guitarra - Sobrantes;1
9813-22;Cómo atrapar marido;10
9823-32;Cómo atrapar marido;10
9833-34;Cómo atrapar marido TR.;2
9835;Ministro R.D.A. Homenaje a los Revueltas;1
9836;Santiago Carrillo, ,Templo Mayor;1
9837;Templo Mayor, Tlatelolco;1
9838;La Merced, Tlatelolco;1
9839;La Merced, Fausto Zapata Senador;1
9840;Vietnam,  entrevista al doctor Ranko Petrovic;1
9841;Así se hizo la expropiación, Vietnam;1
9842;Así se hizo la expropiación, Autonomías españolas;1
9843;Petróleo, el problema de la edad para conseguir trabajo;1
9851;Los abedules;1
9853;Los abedules;1
9855;La sombra del Tunco;1
9856-65;No se mande profe;10
9866-75;No se mande profe;10
9876-77;No se mande profe TR.;2
9878-86;Lucio Vázquez;9
9887-95;Lucio Vázquez;9
9896-97;Lucio Vázquez TR.;9
9898-06;La viuda blanca;9
9907-14;La viuda blanca;8
9915;La viuda blanca TR.;1
9917;Navidad;1
9918;Deportes;1
9925-33;Los dias del amor;9
10112;EmbCan Les flies thu rey;1
10150;Luis Suarez fabulo historia;1
10151;Luis Suarez Festival juventud;1
10152;"Y los amaneceres son tranquilos" "Gasoducto, una decisión histrórica";1
10153;Luis Suarez: Como salir del laberitno;1
10154;Colección Luis Suarez: Bampesaca, Descartes;1
10155;Luis Suarez: Entrevista a Plutarco Hernández, Sobrantes;1
10156;Luis Suarez: Fotos España;1
10157;Luis Suarez: Programa Tamayo, Condiciones de la medicina en México;1
10158;Luis Suarez: Entrevista al obispo Mendez Arew;1
10159;Luis Suarez: Sobrante de educación para que;1
10160;Luis Suarez: Entrevista a tubén Figueroa y Siqueiros;1
10161;Luis Suarez: Brasil 4 la oposición;1
10162;Luis Suarez: Entrevista a Rosana Revueltas;1
10163;Luis Suarez: Con el embajador de Puerto Rico;1
10164;Luis Suarez: Brasil, golpe y democracia;1
10165;Luis Suarez: Allan Francovich dirección de negocios de la CIA, Fidel Castro;1
10166;Luis Suarez: Campora Argentina, Agosto 80;1
10167;Luis Suarez: Afganistan;1
10168;Luis Suarez: Un vecino Fufino Tamayo;1
10169;Luis Suarez: Sobrantes Camoens Tamayo arte moderno;1
10170;Luis Suarez: Entrevistas Vazquez Roeña y García Marquez;1
10219-21;El mexicano;3
10222-24;El hijo del pueblo;3
10225-27;Tu camino y el mio;3
10228;No se mande profe TR;1
10229;El canto del mundo TR ;1
10230-41;El canto del mundo;1
10243;Luis Suarez: Entrevista embajador de Alemania;1
10244;Luis Suarez: Arquelogía, Entrevista Genal;1
10245;Luis Suarez: Sobrantes, Universidad Nacional;1
10246;Luis Suarez: El Poli al rescate de una imagen;1
10247;Luis Suarez: Lucha por la liberación nacional, Palestina;1
10248;Luis Suarez: Fascismo en América Latina, Junio 1980;1
10249;Luis Suarez: Entrevista a Cuahutémoc Anda;1
10250;Luis Suarez: Gasoducto, una desisición histórica;1
10251;Luis Suarez: Entrevista a Giselle Halline;1
10252;Luis Suarez: Contaminación A710;1
10261;Somos miembros de los sindicatos;1
10280;Documental sobre biología;1
10489;Salvador Valero Corredor un artista de común;1
10501;Friendship 7;1
10519;Andalucía la baja;1
10600;EmbCan "Et du fils";1
10601;EmbCan "Viaje transcanadiense" "Sun spirit Saskatchewan";1
10602;EmbCan "The cold spring project" "Song of seasons";1
10603;EmbCan "The flight of the snows" "Tamara's tapestry world";1
10604;EmbCan "Diversión invernal en Canadá" "Here to share";1
10605;EmbCan "At the spring sea ice" "Radiation";1
10606;EmbCan "Matemátics" "Go barbless";1
10607;EmbCan "Historia de un niño esquimal" "Circle of the sun";1
10608;EmbCan "Viaje transcanadiense"Northern composition airs do nord";1
10609;EmbCan "Oceans of science" "Le Benor mecanique";1
10610;EmbCan "Angotec historia de un niño esquimal" "The Lord of the North";1
10611;EmbCan "Ski Alberta's" "Sask atchewan, Judilee";1
10612;EmbCan "It takes a champion" "Northern fisherman";1
10616;EmbCan "The seven steps to freedom";1
10617;EmbCan "In search of the dowhead whale" "Des armes et les homes";1
10618;EmbCan "Les files du roi" "Les ros hassiers";1
10619;EmbCan "Jablonski" "Dead of a legend";1
10620;EmbCan "Musicanada" "A science of class";1
10621;EmbCan "Games of the XXI Olimpiade";1
10622;EmbCan "The unplanned" "The big hometree";1
10623;EmbCan "Mundo de los insectos" Expo 67 explored!";1
10624;EmbCan "Cabalgando por los senderos" "El origen del clima";1
10625;"Real policía montada de Can" "Combustible charge en lowrs the marche";1
10626;EmbCan "Du royal Rocket" "Waterfall a resource in danger";1
10627;"TUKTU and his niece new clothes" "This is your museum speaking";1
10628;EmbCan "The wrait's religions" "Tides of fumi";1
10629;EmbCan "Iglo submarino" "Celebration";1
10630;EmbCan "Cattle range" "La promesa del mañana";1
10631;EmbCan "Wish you were here" "Weaken to Alberta";1
10632;EmbCan "Artisans fu nouveau bronce week" "Journey to power";1
10633;EmbCan "Antenna fundamentals" "Varlei";1
10634;EmbCan "Correlieu" "Jean leñador";1
10635;EmbCan "Historia de un niño esquimal" "In our seasons";1
10636;Group haunting on the spring ice ice #2, Northern compositions air du north;1
10637;EmbCan "Retrate Canada" "Construying a Kayak";1
10638;EmbCan "The hottest show of earth" "Et du fils";1
10639;"Devvie and Robert 12/24 Month #3" "The eye hears and the far sees";1
10640;EmbCan "Group haunting on the spring ice ice part 1";1
10640;EmbCan "Femme de 'Oujurd hui" "Group haunting on the spring ice";1
10641;EmbCan "The Canada Cop" "Astaris lost";2
10642;EmbCan "Games of the XXI Olimpiade" "Mr. Symbol Man";1
10643;EmbCan "Image the chine";1
10644;EmbCan "A great white bear" "Man the polluter";1
10645;EmbCan "Celebration" "Explosión demográfica";1
10646;EmbCan "The medium is the message known" "Down to the sea";1
10647;EmbCan "Science - Seed beed of industry" "Profile Canada";1
